participant_id	ses	variable	value	local
A00063003	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/anat/sub-A00063003_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/anat/sub-A00063003_ses-BAS1_T1w.json
A00063003	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/anat/sub-A00063003_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/anat/sub-A00063003_ses-BAS1_T1w.nii.gz
A00063003	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00063003	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_bold.json
A00063003	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00063003	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063003/ses-BAS1/func/sub-A00063003_ses-BAS1_task-rest_acq-645_physio.json
A00063006	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/anat/sub-A00063006_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/anat/sub-A00063006_ses-TRT_T1w.json
A00063006	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/anat/sub-A00063006_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/anat/sub-A00063006_ses-TRT_T1w.nii.gz
A00063006	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_bold.nii.gz
A00063006	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_bold.json
A00063006	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00063006	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-TRT/func/sub-A00063006_ses-TRT_task-rest_acq-645_physio.json
A00063006	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/anat/sub-A00063006_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/anat/sub-A00063006_ses-BAS1_T1w.json
A00063006	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/anat/sub-A00063006_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/anat/sub-A00063006_ses-BAS1_T1w.nii.gz
A00063006	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00063006	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_bold.json
A00063006	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00063006	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063006/ses-BAS1/func/sub-A00063006_ses-BAS1_task-rest_acq-645_physio.json
A00063327	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/anat/sub-A00063327_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/anat/sub-A00063327_ses-TRT_T1w.json
A00063327	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/anat/sub-A00063327_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/anat/sub-A00063327_ses-TRT_T1w.nii.gz
A00063327	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_bold.nii.gz
A00063327	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_bold.json
A00063327	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00063327	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-TRT/func/sub-A00063327_ses-TRT_task-rest_acq-645_physio.json
A00063327	FLU1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/anat/sub-A00063327_ses-FLU1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/anat/sub-A00063327_ses-FLU1_T1w.json
A00063327	FLU1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/anat/sub-A00063327_ses-FLU1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/anat/sub-A00063327_ses-FLU1_T1w.nii.gz
A00063327	FLU1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_bold.nii.gz
A00063327	FLU1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_bold.json
A00063327	FLU1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_physio.tsv.gz
A00063327	FLU1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063327/ses-FLU1/func/sub-A00063327_ses-FLU1_task-rest_acq-645_physio.json
A00063383	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/anat/sub-A00063383_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/anat/sub-A00063383_ses-TRT_T1w.json
A00063383	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/anat/sub-A00063383_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/anat/sub-A00063383_ses-TRT_T1w.nii.gz
A00063383	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_bold.nii.gz
A00063383	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_bold.json
A00063383	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00063383	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-TRT/func/sub-A00063383_ses-TRT_task-rest_acq-645_physio.json
A00063383	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/anat/sub-A00063383_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/anat/sub-A00063383_ses-BAS1_T1w.json
A00063383	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/anat/sub-A00063383_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/anat/sub-A00063383_ses-BAS1_T1w.nii.gz
A00063383	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00063383	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_bold.json
A00063383	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00063383	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00063383/ses-BAS1/func/sub-A00063383_ses-BAS1_task-rest_acq-645_physio.json
A00064418	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/anat/sub-A00064418_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/anat/sub-A00064418_ses-TRT_T1w.json
A00064418	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/anat/sub-A00064418_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/anat/sub-A00064418_ses-TRT_T1w.nii.gz
A00064418	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_bold.nii.gz
A00064418	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_bold.json
A00064418	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00064418	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-TRT/func/sub-A00064418_ses-TRT_task-rest_acq-645_physio.json
A00064418	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/anat/sub-A00064418_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/anat/sub-A00064418_ses-BAS1_T1w.json
A00064418	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/anat/sub-A00064418_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/anat/sub-A00064418_ses-BAS1_T1w.nii.gz
A00064418	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00064418	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_bold.json
A00064418	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00064418	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064418/ses-BAS1/func/sub-A00064418_ses-BAS1_task-rest_acq-645_physio.json
A00064503	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/anat/sub-A00064503_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/anat/sub-A00064503_ses-TRT_T1w.json
A00064503	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/anat/sub-A00064503_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/anat/sub-A00064503_ses-TRT_T1w.nii.gz
A00064503	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_bold.nii.gz
A00064503	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_bold.json
A00064503	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00064503	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-TRT/func/sub-A00064503_ses-TRT_task-rest_acq-645_physio.json
A00064503	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/anat/sub-A00064503_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/anat/sub-A00064503_ses-BAS1_T1w.json
A00064503	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/anat/sub-A00064503_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/anat/sub-A00064503_ses-BAS1_T1w.nii.gz
A00064503	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00064503	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_bold.json
A00064503	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00064503	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064503/ses-BAS1/func/sub-A00064503_ses-BAS1_task-rest_acq-645_physio.json
A00064505	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/anat/sub-A00064505_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/anat/sub-A00064505_ses-TRT_T1w.json
A00064505	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/anat/sub-A00064505_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/anat/sub-A00064505_ses-TRT_T1w.nii.gz
A00064505	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_bold.nii.gz
A00064505	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_bold.json
A00064505	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00064505	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-TRT/func/sub-A00064505_ses-TRT_task-rest_acq-645_physio.json
A00064505	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/anat/sub-A00064505_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/anat/sub-A00064505_ses-BAS1_T1w.json
A00064505	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/anat/sub-A00064505_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/anat/sub-A00064505_ses-BAS1_T1w.nii.gz
A00064505	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00064505	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_bold.json
A00064505	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00064505	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064505/ses-BAS1/func/sub-A00064505_ses-BAS1_task-rest_acq-645_physio.json
A00064507	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00064507/ses-TRT/anat/sub-A00064507_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00064507/ses-TRT/anat/sub-A00064507_ses-TRT_T1w.json
